reviewer,paper_id,excluded,category,question,raw_value,tag
amar,JKPF5RC9,False,Explanation structure (RQ3),Presentation modality,Underspecified,
amar,JKPF5RC9,False,Stakeholder (RQ4),HRI Type,Human supervision,
amar,JKPF5RC9,False,Stakeholder (RQ4),Motivation,Failure handling,
amar,JKPF5RC9,False,Stakeholder (RQ4),Stakeholder type,Developer,
amar,JKPF5RC9,False,Evaluation (RQ5),State of explainability,Evaluated,
amar,JKPF5RC9,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
amar,JKPF5RC9,False,Evaluation (RQ5),Evaluation metrics,Other: Number of plans / failed plans; Diagnosis success rate; Repairs / disabled robots; Team performance (game score);,Other
amar,KR7S5PCM,False,General information,Code available?,no,
amar,KR7S5PCM,False,General information,Project status,Not applicable,
amar,KR7S5PCM,False,General information,License,Not applicable,
amar,KR7S5PCM,False,General information,Additional information,No additional information,
amar,KR7S5PCM,False,Target platform (RQ1),Deployment,Real robot,
amar,KR7S5PCM,False,Target platform (RQ1),Deployment,Robot simulation,
amar,KR7S5PCM,False,Target platform (RQ1),Robotic device,Mobile platform,
amar,KR7S5PCM,False,Target platform (RQ1),Simulation environment,Other: dataset-based,Other
amar,KR7S5PCM,False,Target platform (RQ1),Domain,Underspecified,
amar,KR7S5PCM,False,Target platform (RQ1),Use case,Other,Other
amar,KR7S5PCM,False,Target platform (RQ1),Use case,Navigation,
amar,KR7S5PCM,False,Target platform (RQ1),Location,Field,
amar,KR7S5PCM,False,Target platform (RQ1),Multi Agent System,Underspecified,
amar,KR7S5PCM,False,Software characteristics (RQ2),Middleware,ROS1,
amar,KR7S5PCM,False,Software characteristics (RQ2),Control algorithm,Other: SVM,Other
amar,KR7S5PCM,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
amar,KR7S5PCM,False,Software characteristics (RQ2),Goal of adaptation,Continuous learning,
amar,KR7S5PCM,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
amar,KR7S5PCM,False,Explanation structure (RQ3),Generation technique,Rule-based,
amar,KR7S5PCM,False,Explanation structure (RQ3),Explained robot part,Perception,
amar,KR7S5PCM,False,Explanation structure (RQ3),Explanatory question,Why,
amar,KR7S5PCM,False,Explanation structure (RQ3),Explanatory question,How,
amar,KR7S5PCM,False,Explanation structure (RQ3),Planning level scope,Action level,
amar,KR7S5PCM,False,Explanation structure (RQ3),Presentation modality,Other: rules,Other
amar,KR7S5PCM,False,Stakeholder (RQ4),HRI Type,No coexistence,
amar,KR7S5PCM,False,Stakeholder (RQ4),Motivation,"Other: adaptability, efficiency",Other
amar,KR7S5PCM,False,Stakeholder (RQ4),Stakeholder type,Developer,
amar,KR7S5PCM,False,Evaluation (RQ5),State of explainability,Evaluated,
amar,KR7S5PCM,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
amar,KR7S5PCM,False,Evaluation (RQ5),Evaluation metrics,Other: Sensitivity; Specificity; Accuracy; Processing time;,Other
amar,W8RQSWYJ,False,General information,Code available?,no,
amar,W8RQSWYJ,False,General information,Project status,Not applicable,
amar,W8RQSWYJ,False,General information,License,Not applicable,
amar,W8RQSWYJ,False,General information,Additional information,No additional information,
amar,W8RQSWYJ,False,Target platform (RQ1),Deployment,Other simulation,
amar,W8RQSWYJ,False,Target platform (RQ1),Robotic device,Mobile platform,
amar,W8RQSWYJ,False,Target platform (RQ1),Simulation environment,Underspecified,
amar,W8RQSWYJ,False,Target platform (RQ1),Domain,Other: autonomous driving; off-road navigation;,Other
amar,W8RQSWYJ,False,Target platform (RQ1),Use case,Navigation,
amar,W8RQSWYJ,False,Target platform (RQ1),Location,Field,
amar,W8RQSWYJ,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
amar,W8RQSWYJ,False,Software characteristics (RQ2),Middleware,Not applicable,
amar,W8RQSWYJ,False,Software characteristics (RQ2),Control algorithm,Other: Shorter path-planning + inverse optimization,Other
amar,W8RQSWYJ,False,Software characteristics (RQ2),Adaptation,"Yes, with user involvement",
amar,W8RQSWYJ,False,Software characteristics (RQ2),Goal of adaptation,Other: improving understanding / explainability of planning decisions,Other
amar,W8RQSWYJ,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
amar,W8RQSWYJ,False,Explanation structure (RQ3),Generation technique,"Other: Contrastive explanation via Inverse Shortest Path (ISP)
",Other
amar,W8RQSWYJ,False,Explanation structure (RQ3),Explained robot part,Behaviour,
amar,W8RQSWYJ,False,Explanation structure (RQ3),Explanatory question,Why,
amar,W8RQSWYJ,False,Explanation structure (RQ3),Planning level scope,Sequence level,
amar,W8RQSWYJ,False,Explanation structure (RQ3),Presentation modality,Text,
amar,W8RQSWYJ,False,Explanation structure (RQ3),Presentation modality,Visualization,
amar,W8RQSWYJ,False,Stakeholder (RQ4),HRI Type,Human supervision,
amar,W8RQSWYJ,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
amar,W8RQSWYJ,False,Stakeholder (RQ4),Stakeholder type,Domain expert,
amar,W8RQSWYJ,False,Evaluation (RQ5),State of explainability,Evaluated,
amar,W8RQSWYJ,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
amar,W8RQSWYJ,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
amar,W8RQSWYJ,False,Evaluation (RQ5),Evaluation metrics,Satisfaction,
amar,W8RQSWYJ,False,Evaluation (RQ5),Evaluation metrics,Understandability,
amar,W8RQSWYJ,False,Evaluation (RQ5),Evaluation metrics,Other: Runtime,Other
amar,N2DA3YF2,False,General information,Code available?,no,
amar,N2DA3YF2,False,General information,Project status,Not applicable,
amar,N2DA3YF2,False,General information,License,Not applicable,
amar,N2DA3YF2,False,General information,Additional information,No additional information,
amar,N2DA3YF2,False,Target platform (RQ1),Deployment,Real robot,
amar,N2DA3YF2,False,Target platform (RQ1),Deployment,Robot simulation,
amar,N2DA3YF2,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
amar,N2DA3YF2,False,Target platform (RQ1),Simulation environment,Underspecified,
amar,N2DA3YF2,False,Target platform (RQ1),Domain,Underspecified,
amar,N2DA3YF2,False,Target platform (RQ1),Use case,Manipulation,
amar,N2DA3YF2,False,Target platform (RQ1),Location,Laboratory,
amar,N2DA3YF2,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
amar,N2DA3YF2,False,Software characteristics (RQ2),Middleware,Underspecified,
amar,N2DA3YF2,False,Software characteristics (RQ2),Control algorithm,DL-Based,
amar,N2DA3YF2,False,Software characteristics (RQ2),Adaptation,"Yes, with user involvement",
amar,N2DA3YF2,False,Software characteristics (RQ2),Goal of adaptation,Other: Improve transparency / understanding / decision-making explanations,Other
amar,N2DA3YF2,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
amar,N2DA3YF2,False,Explanation structure (RQ3),Generation technique,Other: Symbolic reasoning,Other
amar,N2DA3YF2,False,Explanation structure (RQ3),Explained robot part,Behaviour,
amar,N2DA3YF2,False,Explanation structure (RQ3),Explanatory question,Why,
amar,N2DA3YF2,False,Explanation structure (RQ3),Planning level scope,Sequence level,
amar,N2DA3YF2,False,Explanation structure (RQ3),Presentation modality,Text,
amar,N2DA3YF2,False,Stakeholder (RQ4),HRI Type,Human supervision,
amar,N2DA3YF2,False,Stakeholder (RQ4),HRI Type,Collaboration,
amar,N2DA3YF2,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
amar,N2DA3YF2,False,Stakeholder (RQ4),Motivation,Transparency,
amar,N2DA3YF2,False,Stakeholder (RQ4),Motivation,Debugging,
amar,N2DA3YF2,False,Stakeholder (RQ4),Motivation,Collaboration,
amar,N2DA3YF2,False,Stakeholder (RQ4),Stakeholder type,Developer,
amar,N2DA3YF2,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
amar,N2DA3YF2,False,Evaluation (RQ5),State of explainability,Evaluated,
amar,N2DA3YF2,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
amar,N2DA3YF2,False,Evaluation (RQ5),Evaluation metrics,Other: Precision / recall of explanations; Plan optimality (optimal / sub-optimal / incorrect); Planning time;,Other
amar,VAYQGAKC,False,General information,Code available?,no,
amar,VAYQGAKC,False,General information,Project status,Not applicable,
amar,VAYQGAKC,False,General information,License,Not applicable,
amar,VAYQGAKC,False,General information,Additional information,No additional information,
amar,VAYQGAKC,False,Target platform (RQ1),Deployment,Robot simulation,
amar,VAYQGAKC,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
amar,VAYQGAKC,False,Target platform (RQ1),Simulation environment,Gazebo,
amar,VAYQGAKC,False,Target platform (RQ1),Domain,Underspecified,
amar,VAYQGAKC,False,Target platform (RQ1),Use case,Not applicable,
amar,VAYQGAKC,False,Target platform (RQ1),Use case,Manipulation,
amar,VAYQGAKC,False,Target platform (RQ1),Location,Not applicable,
amar,VAYQGAKC,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
amar,VAYQGAKC,False,Software characteristics (RQ2),Middleware,ROS1,
amar,VAYQGAKC,False,Software characteristics (RQ2),Control algorithm,Other: Optimization-based motion planning (STOMP) + FastDiag (diagnosis algorithm),Other
amar,VAYQGAKC,False,Software characteristics (RQ2),Adaptation,"Yes, with user involvement",
amar,VAYQGAKC,False,Software characteristics (RQ2),Goal of adaptation,Self healing,
amar,VAYQGAKC,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
amar,VAYQGAKC,False,Explanation structure (RQ3),Generation technique,Other: Constraint-based diagnosis (FastDiag / minimal conflict sets),Other
amar,VAYQGAKC,False,Explanation structure (RQ3),Explained robot part,Behaviour,
amar,VAYQGAKC,False,Explanation structure (RQ3),Explanatory question,Why,
amar,VAYQGAKC,False,Explanation structure (RQ3),Planning level scope,Sequence level,
amar,VAYQGAKC,False,Explanation structure (RQ3),Presentation modality,Text,
amar,VAYQGAKC,False,Stakeholder (RQ4),HRI Type,Human supervision,
amar,VAYQGAKC,False,Stakeholder (RQ4),Motivation,Transparency,
amar,VAYQGAKC,False,Stakeholder (RQ4),Motivation,Debugging,
amar,VAYQGAKC,False,Stakeholder (RQ4),Motivation,Failure handling,
amar,VAYQGAKC,False,Stakeholder (RQ4),Stakeholder type,Domain expert,
amar,VAYQGAKC,False,Stakeholder (RQ4),Stakeholder type,Developer,
amar,VAYQGAKC,False,Evaluation (RQ5),State of explainability,Evaluated,
amar,VAYQGAKC,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
amar,VAYQGAKC,False,Evaluation (RQ5),Evaluation metrics,Other: Runtime (seconds); Scalability w.r.t. constraints/conflicts; Number of diagnoses;,Other
amar,HU35SZHX,False,General information,Code available?,no,
amar,HU35SZHX,False,General information,Project status,Not applicable,
amar,HU35SZHX,False,General information,License,Not applicable,
amar,HU35SZHX,False,General information,Additional information,No additional information,
amar,HU35SZHX,False,Target platform (RQ1),Deployment,Real robot,
amar,HU35SZHX,False,Target platform (RQ1),Deployment,Robot simulation,
amar,HU35SZHX,False,Target platform (RQ1),Robotic device,Mobile platform,
amar,HU35SZHX,False,Target platform (RQ1),Simulation environment,Underspecified,
amar,HU35SZHX,False,Target platform (RQ1),Domain,Other: Performance evaluation of autonomous systems (general robotics/UAS),Other
amar,HU35SZHX,False,Target platform (RQ1),Use case,Navigation,
amar,HU35SZHX,False,Target platform (RQ1),Location,Field,
amar,HU35SZHX,False,Target platform (RQ1),Multi Agent System,Underspecified,
amar,HU35SZHX,False,Software characteristics (RQ2),Middleware,Underspecified,
amar,HU35SZHX,False,Software characteristics (RQ2),Control algorithm,Other: PSO,Other
amar,HU35SZHX,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
amar,HU35SZHX,False,Software characteristics (RQ2),Goal of adaptation,Self configuration,
amar,HU35SZHX,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
amar,HU35SZHX,False,Explanation structure (RQ3),Generation technique,SHAP-based,
amar,HU35SZHX,False,Explanation structure (RQ3),Generation technique,LIME-based,
amar,HU35SZHX,False,Explanation structure (RQ3),Explained robot part,Behaviour,
amar,HU35SZHX,False,Explanation structure (RQ3),Explanatory question,Why,
amar,HU35SZHX,False,Explanation structure (RQ3),Explanatory question,How,
amar,HU35SZHX,False,Explanation structure (RQ3),Planning level scope,Policy level,
amar,HU35SZHX,False,Explanation structure (RQ3),Presentation modality,Plot,
amar,HU35SZHX,False,Explanation structure (RQ3),Presentation modality,Visualization,
amar,HU35SZHX,False,Stakeholder (RQ4),HRI Type,No coexistence,
amar,HU35SZHX,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
amar,HU35SZHX,False,Stakeholder (RQ4),Motivation,Transparency,
amar,HU35SZHX,False,Stakeholder (RQ4),Stakeholder type,Developer,
amar,HU35SZHX,False,Evaluation (RQ5),State of explainability,Evaluated,
amar,HU35SZHX,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
amar,HU35SZHX,False,Evaluation (RQ5),Evaluation metrics,Other: Standard deviation (stability improvement); Weight distributions; Feature impact consistency across methods;,Other
amar,KPIFEFAT,False,General information,Code available?,no,
amar,KPIFEFAT,False,General information,Project status,Not applicable,
amar,KPIFEFAT,False,General information,License,Not applicable,
amar,KPIFEFAT,False,General information,Additional information,No additional information,
amar,KPIFEFAT,False,Target platform (RQ1),Deployment,Robot simulation,
amar,KPIFEFAT,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
amar,KPIFEFAT,False,Target platform (RQ1),Simulation environment,Other: Custom simulated search-and-rescue domain,Other
amar,KPIFEFAT,False,Target platform (RQ1),Domain,Emergency response,
amar,KPIFEFAT,False,Target platform (RQ1),Use case,Manipulation,
amar,KPIFEFAT,False,Target platform (RQ1),Location,Not applicable,
amar,KPIFEFAT,False,Target platform (RQ1),Multi Agent System,One human - multiple robots,
amar,KPIFEFAT,False,Software characteristics (RQ2),Middleware,Underspecified,
amar,KPIFEFAT,False,Software characteristics (RQ2),Control algorithm,Other: Multi-agent planning (ITAGS-based task allocation + scheduling + motion planning),Other
amar,KPIFEFAT,False,Software characteristics (RQ2),Adaptation,"Yes, with user involvement",
amar,KPIFEFAT,False,Software characteristics (RQ2),Goal of adaptation,Other: Improve model correctness / debugging / human understanding,Other
amar,KPIFEFAT,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
amar,KPIFEFAT,False,Explanation structure (RQ3),Generation technique,"Other: Contrastive explanations (foil-based, model-based + natural language)",Other
amar,KPIFEFAT,False,Explanation structure (RQ3),Explained robot part,Behaviour,
amar,KPIFEFAT,False,Explanation structure (RQ3),Explanatory question,Why,
amar,KPIFEFAT,False,Explanation structure (RQ3),Planning level scope,Sequence level,
amar,KPIFEFAT,False,Explanation structure (RQ3),Presentation modality,Visualization,
amar,KPIFEFAT,False,Explanation structure (RQ3),Presentation modality,Text,
amar,KPIFEFAT,False,Stakeholder (RQ4),HRI Type,Collaboration,
amar,KPIFEFAT,False,Stakeholder (RQ4),Motivation,User understanding,
amar,KPIFEFAT,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
amar,KPIFEFAT,False,Evaluation (RQ5),State of explainability,Evaluated,
amar,KPIFEFAT,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
amar,KPIFEFAT,False,Evaluation (RQ5),Evaluation metrics,"Other: Error detection accuracy (IDP, IDA); Remaining errors (RTE%, TRE%, RSE%); User efficiency (UE);",Other
amar,SH73SS5J,False,General information,Code available?,no,
amar,SH73SS5J,False,General information,Project status,Not applicable,
amar,SH73SS5J,False,General information,License,Not applicable,
amar,SH73SS5J,False,General information,Additional information,No additional information,
amar,SH73SS5J,False,Target platform (RQ1),Deployment,Real robot,
amar,SH73SS5J,False,Target platform (RQ1),Deployment,Robot simulation,
amar,SH73SS5J,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
amar,SH73SS5J,False,Target platform (RQ1),Simulation environment,Unity,
amar,SH73SS5J,False,Target platform (RQ1),Domain,Other: Object stacking,Other
